Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,highway MPG,city mpg,MSRP,Age
2,185.0,4.0,2,3,4.0,2,29,20,23049,6
2,180.0,4.0,1,3,4.0,2,30,23,25949,6
2,180.0,4.0,1,2,4.0,2,30,23,22099,6
2,180.0,4.0,1,2,4.0,2,29,22,25499,6
2,185.0,4.0,2,3,4.0,2,31,21,18999,6
2,180.0,4.0,1,3,4.0,2,30,23,23899,5
2,180.0,4.0,1,2,4.0,2,29,22,25249,5
2,180.0,4.0,1,3,4.0,2,30,23,22299,5
2,180.0,4.0,1,2,4.0,2,29,22,23649,5
2,180.0,4.0,1,2,4.0,2,29,22,25749,5
2,180.0,4.0,1,3,4.0,2,30,23,24399,5
2,185.0,4.0,2,3,4.0,2,31,21,18999,5
2,185.0,4.0,2,3,4.0,2,29,20,25099,5
2,180.0,4.0,1,3,4.0,2,31,23,20999,5
2,185.0,4.0,2,3,4.0,2,29,20,22249,5
2,180.0,4.0,1,2,4.0,2,30,23,22349,5
2,180.0,4.0,1,3,4.0,2,30,23,25799,4
2,180.0,4.0,1,3,4.0,2,30,23,21749,4
2,180.0,4.0,1,2,4.0,2,29,22,23249,4
2,180.0,4.0,1,2,4.0,2,29,22,28999,4
2,185.0,4.0,2,3,4.0,2,29,20,19999,4
2,180.0,4.0,1,2,4.0,2,29,22,27199,4
2,182.0,4.0,1,3,4.0,3,36,25,35725,2
4,304.0,6.0,1,3,4.0,3,28,18,31065,2
4,304.0,6.0,1,2,4.0,3,26,17,40500,2
4,304.0,6.0,1,3,4.0,3,28,18,39970,2
2,182.0,4.0,1,3,4.0,3,36,25,33635,2
4,304.0,6.0,1,3,4.0,3,28,18,38025,2
4,304.0,6.0,1,2,4.0,3,26,17,38730,2
4,304.0,6.0,1,3,4.0,3,28,18,34065,1
4,304.0,6.0,1,3,4.0,3,28,18,40145,1
4,304.0,6.0,1,2,4.0,3,26,17,38905,1
4,304.0,6.0,1,3,4.0,3,28,18,35900,1
4,304.0,6.0,1,3,4.0,3,28,18,33810,1
4,304.0,6.0,1,2,4.0,3,26,17,40675,1
4,304.0,6.0,1,3,4.0,3,28,18,38200,1
4,304.0,6.0,1,3,4.0,3,28,18,31065,1
2,310.0,6.0,1,3,4.0,3,31,21,36065,0
2,310.0,6.0,1,3,4.0,3,31,21,38665,0
2,310.0,6.0,1,2,4.0,3,29,20,43265,0
2,310.0,6.0,1,3,4.0,3,31,21,32065,0
2,310.0,6.0,1,3,4.0,3,31,21,41065,0
1,291.0,4.0,3,2,4.0,1,22,17,37895,4
1,291.0,4.0,2,2,4.0,1,23,17,34695,4
1,291.0,4.0,3,2,4.0,1,22,17,38195,3
1,291.0,4.0,2,2,4.0,1,23,17,34995,3
1,303.0,4.0,2,2,4.0,1,23,17,37995,2
1,291.0,4.0,2,2,4.0,1,23,17,34495,2
1,291.0,4.0,3,2,4.0,1,22,17,38995,2
2,168.0,4.0,1,3,4.0,1,29,22,21345,5
2,148.0,4.0,1,3,4.0,1,32,24,18395,5
2,148.0,4.0,1,3,4.0,1,32,24,18495,4
2,168.0,4.0,1,3,4.0,1,29,22,21495,4
2,168.0,4.0,1,3,4.0,1,29,22,21945,3
2,148.0,4.0,1,3,4.0,1,32,24,18595,3
2,148.0,4.0,2,3,4.0,1,34,25,17395,2
1,237.0,4.0,3,2,4.0,1,25,18,29495,2
2,168.0,4.0,2,3,4.0,1,31,22,20595,2
2,168.0,4.0,1,3,4.0,1,30,23,21595,2
2,168.0,4.0,1,2,4.0,1,29,22,20995,2
2,148.0,4.0,1,3,4.0,1,34,26,18295,2
2,148.0,4.0,1,3,4.0,1,35,27,18595,1
2,168.0,4.0,1,2,4.0,1,31,23,20995,1
2,148.0,4.0,2,3,4.0,1,34,24,17595,1
2,168.0,4.0,1,3,4.0,1,31,24,23495,1
2,168.0,4.0,2,3,4.0,1,31,22,22495,1
2,168.0,4.0,1,2,4.0,1,31,23,19995,1
2,168.0,4.0,1,2,4.0,1,31,23,21995,1
2,168.0,4.0,1,2,4.0,1,30,23,20295,0
2,168.0,4.0,1,2,4.0,1,30,23,21095,0
2,148.0,4.0,1,3,4.0,1,34,27,18795,0
2,148.0,4.0,2,3,4.0,1,33,24,17795,0
2,168.0,4.0,1,2,4.0,1,30,23,22095,0
2,381.0,8.0,1,4,4.0,2,18,13,80155,2
2,381.0,8.0,1,4,4.0,2,18,13,83825,1
2,381.0,8.0,1,4,4.0,2,18,13,84325,0
1,620.0,12.0,1,1,4.0,3,16,10,1380000,6
1,620.0,12.0,1,1,4.0,3,16,10,1382750,5
2,92.0,4.0,2,3,2.0,1,29,21,2000,25
2,135.0,4.0,2,3,2.0,1,26,19,2000,25
2,195.0,4.0,2,3,2.0,1,26,19,2000,25
2,195.0,4.0,2,2,2.0,1,23,18,2000,25
2,195.0,4.0,2,2,2.0,1,23,18,2000,24
2,195.0,4.0,2,3,2.0,1,26,19,2000,24
2,92.0,4.0,2,3,2.0,1,29,21,2000,24
2,135.0,4.0,2,3,2.0,1,26,19,2000,24
2,195.0,4.0,2,2,2.0,1,23,18,2000,23
2,92.0,4.0,2,3,2.0,1,29,21,2000,23
2,195.0,4.0,2,3,2.0,1,26,19,2000,23
2,135.0,4.0,2,3,2.0,1,26,19,2000,23
2,141.0,6.0,2,3,2.0,1,26,17,2000,24
2,141.0,6.0,1,3,4.0,1,26,18,2000,24
2,141.0,6.0,2,3,2.0,1,24,17,2000,24
2,141.0,6.0,1,3,2.0,1,26,18,2000,24
2,100.0,4.0,1,3,4.0,1,26,21,2000,24
2,141.0,6.0,1,3,2.0,1,26,18,2000,24
2,141.0,6.0,1,3,2.0,1,26,18,2000,23
2,142.0,6.0,1,3,4.0,1,24,18,2000,23
2,142.0,6.0,1,3,4.0,1,26,18,2000,23
2,141.0,6.0,1,3,2.0,1,26,18,2000,22
2,74.0,4.0,2,3,2.0,1,34,25,2000,26
2,74.0,4.0,2,3,2.0,1,36,27,2000,26
2,74.0,4.0,2,3,4.0,1,36,27,2000,26
2,74.0,4.0,2,3,2.0,1,34,24,2000,25
2,74.0,4.0,2,3,4.0,1,37,26,2000,25
2,74.0,4.0,2,3,2.0,1,37,26,2000,25
2,74.0,4.0,2,3,4.0,1,37,26,2000,24
2,74.0,4.0,2,3,2.0,1,34,24,2000,24
2,74.0,4.0,2,3,2.0,1,37,26,2000,24
2,175.0,4.0,1,2,4.0,2,36,26,26495,2
2,256.0,6.0,1,2,4.0,2,28,20,29595,2
2,175.0,4.0,1,2,4.0,2,36,26,26795,2
2,175.0,4.0,1,2,4.0,2,36,26,23495,2
2,175.0,4.0,1,2,4.0,2,36,26,21995,2
2,175.0,4.0,1,2,4.0,2,36,26,23795,2
2,175.0,4.0,1,2,4.0,2,36,26,21695,2
2,175.0,4.0,1,2,4.0,2,36,26,21745,1
2,175.0,4.0,1,2,4.0,2,36,26,26845,1
2,256.0,6.0,1,2,4.0,2,29,20,29945,1
2,175.0,4.0,1,2,4.0,2,36,26,23845,1
2,175.0,4.0,1,2,4.0,2,36,26,22045,1
2,175.0,4.0,1,2,4.0,2,36,26,27145,1
2,175.0,4.0,1,2,4.0,2,36,26,24145,1
2,256.0,6.0,1,2,4.0,2,28,20,31640,0
2,175.0,4.0,1,2,4.0,2,34,25,23995,0
2,175.0,4.0,1,2,4.0,2,34,25,21995,0
2,175.0,4.0,1,2,4.0,2,34,25,25995,0
2,175.0,4.0,1,2,4.0,2,34,25,28840,0
2,200.0,6.0,2,3,4.0,2,23,15,2000,24
2,200.0,6.0,2,3,4.0,2,23,16,2060,24
2,230.0,6.0,2,3,2.0,2,23,15,2042,24
2,200.0,6.0,2,3,4.0,2,23,16,2000,24
2,230.0,6.0,2,3,2.0,2,23,15,2000,24
2,230.0,6.0,2,3,2.0,2,24,16,2181,23
2,200.0,6.0,2,3,4.0,2,23,16,2028,23
2,200.0,6.0,1,3,4.0,2,22,17,2063,23
2,230.0,6.0,2,3,4.0,2,24,16,2066,23
2,230.0,6.0,2,3,2.0,2,24,16,2384,23
2,200.0,6.0,1,3,4.0,2,22,17,2356,22
2,230.0,6.0,2,3,2.0,2,24,16,2506,22
2,230.0,6.0,2,3,2.0,2,24,16,2265,22
2,200.0,6.0,1,3,4.0,2,22,17,2144,22
2,200.0,6.0,2,3,4.0,2,23,16,2135,22
2,230.0,6.0,2,3,4.0,2,24,16,2066,22
2,205.0,6.0,1,3,4.0,3,27,17,25645,14
2,205.0,6.0,1,3,4.0,3,27,17,31420,14
2,205.0,6.0,1,3,4.0,3,27,18,26040,13
2,205.0,6.0,1,3,4.0,3,27,18,32085,13
2,205.0,6.0,1,3,4.0,3,27,18,26725,12
2,205.0,6.0,1,3,4.0,3,27,18,32385,12
1,424.0,6.0,1,2,4.0,3,19,14,83000,0
1,345.0,6.0,1,2,4.0,3,20,14,72000,0
1,552.0,10.0,3,1,2.0,1,16,11,375000,5
2,253.0,6.0,1,3,4.0,3,24,16,2000,18
2,253.0,6.0,1,3,4.0,3,24,16,2087,17
1,253.0,6.0,1,3,4.0,3,24,16,28680,16
2,90.0,4.0,2,3,4.0,1,28,22,2000,25
2,90.0,4.0,2,3,4.0,1,29,22,2000,25
2,90.0,4.0,2,4,4.0,1,26,21,2000,25
2,90.0,4.0,2,4,4.0,1,26,21,2000,25
2,90.0,4.0,2,3,4.0,1,28,22,2000,24
2,90.0,4.0,2,4,4.0,1,26,21,2000,24
2,90.0,4.0,2,3,4.0,1,29,22,2000,24
2,90.0,4.0,2,4,4.0,1,26,21,2000,24
2,90.0,4.0,2,4,4.0,1,26,21,2000,23
3,240.0,4.0,1,2,4.0,1,24,17,36400,4
3,240.0,4.0,1,2,4.0,1,24,17,41500,4
3,240.0,4.0,1,2,4.0,1,24,17,38900,4
3,240.0,4.0,1,2,4.0,1,24,17,36600,3
3,240.0,4.0,1,2,4.0,1,24,17,39100,3
3,240.0,4.0,1,2,4.0,1,24,17,41700,3
3,240.0,4.0,1,2,4.0,1,24,17,36600,2
3,240.0,4.0,1,2,4.0,1,24,17,39100,2
3,240.0,4.0,1,2,4.0,1,24,17,41700,2
1,300.0,8.0,1,4,4.0,2,17,12,48525,9
1,300.0,8.0,1,4,4.0,2,17,12,54025,9
1,300.0,8.0,1,4,4.0,2,17,12,45975,8
1,340.0,6.0,1,4,4.0,2,19,14,49700,3
1,340.0,6.0,1,4,4.0,2,19,14,59900,3
1,340.0,6.0,1,4,4.0,2,19,14,54600,3
1,340.0,6.0,1,4,4.0,2,19,14,69279,3
1,340.0,6.0,1,4,4.0,2,19,14,60600,2
1,340.0,6.0,1,4,4.0,2,19,14,50400,2
1,340.0,6.0,1,4,4.0,2,19,14,55300,2
1,340.0,6.0,1,4,4.0,2,19,15,50400,1
1,340.0,6.0,1,4,4.0,2,19,15,55300,1
1,340.0,6.0,1,4,4.0,2,19,15,60600,1
2,290.0,8.0,1,1,4.0,2,23,17,4207,19
2,290.0,8.0,1,1,4.0,2,23,16,4556,18
2,290.0,8.0,1,1,4.0,2,23,16,5035,17
1,290.0,8.0,1,1,4.0,3,23,16,55375,13
1,290.0,8.0,1,1,4.0,3,23,16,56225,12
1,278.0,8.0,1,1,4.0,3,23,16,56525,11
1,360.0,8.0,1,2,4.0,3,23,16,82305,2
1,386.0,8.0,1,1,4.0,3,24,16,84500,2
1,386.0,8.0,1,1,4.0,3,24,16,78820,2
1,386.0,8.0,1,1,4.0,3,24,16,72520,2
1,360.0,8.0,1,2,4.0,3,23,16,75465,2
1,360.0,8.0,1,2,4.0,3,23,16,87500,2
1,360.0,8.0,1,2,4.0,3,23,16,75465,1
1,386.0,8.0,1,1,4.0,3,24,16,78820,1
1,386.0,8.0,1,1,4.0,3,24,16,72520,1
1,360.0,8.0,1,2,4.0,3,23,16,82305,1
1,359.0,8.0,1,2,4.0,3,23,16,82305,0
1,386.0,8.0,1,1,4.0,3,24,16,72520,0
1,386.0,8.0,1,1,4.0,3,24,16,78820,0
1,359.0,8.0,1,2,4.0,3,23,16,75465,0
1,438.0,8.0,1,2,4.0,3,23,19,120060,3
1,438.0,8.0,1,2,4.0,3,23,19,120440,2
1,438.0,8.0,1,2,4.0,3,23,19,120440,1
1,232.0,6.0,1,1,4.0,2,24,17,36770,13
1,280.0,8.0,1,1,4.0,2,23,15,43370,13
1,232.0,6.0,1,1,4.0,2,24,17,36140,13
1,280.0,8.0,1,1,4.0,2,23,15,39970,13
1,232.0,6.0,1,1,4.0,2,24,17,32370,13
1,280.0,8.0,1,1,4.0,2,22,16,43590,12
1,232.0,6.0,1,1,4.0,2,24,17,32640,12
1,232.0,6.0,1,1,4.0,2,24,17,36360,12
1,232.0,6.0,1,1,4.0,2,24,17,36990,12
1,280.0,8.0,1,1,4.0,2,22,16,40190,12
2,280.0,8.0,1,1,4.0,2,23,16,39285,11
2,240.0,6.0,1,3,4.0,3,24,16,2136,20
2,205.0,6.0,1,3,4.0,3,26,17,2080,20
2,195.0,6.0,1,3,4.0,3,27,17,2283,19
2,240.0,6.0,1,3,4.0,3,25,16,2444,19
2,240.0,6.0,1,3,4.0,3,25,16,2681,18
2,205.0,6.0,1,3,4.0,3,27,17,2356,18
3,292.0,8.0,1,3,4.0,3,22,15,40205,8
4,227.0,6.0,1,3,4.0,3,26,17,32520,8
4,227.0,6.0,1,3,4.0,3,26,17,29265,8
4,227.0,6.0,1,3,4.0,3,26,17,35770,8
4,227.0,6.0,1,3,4.0,3,26,17,33120,8
4,227.0,6.0,1,3,4.0,3,26,17,35270,8
4,227.0,6.0,1,3,4.0,3,26,17,30770,8
4,227.0,6.0,1,3,4.0,3,26,17,34670,8
4,227.0,6.0,1,3,4.0,3,26,17,35730,7
4,227.0,6.0,1,3,4.0,3,26,17,30930,7
4,227.0,6.0,1,3,4.0,3,26,17,34830,7
4,227.0,6.0,1,3,4.0,3,26,17,33230,7
4,227.0,6.0,1,3,4.0,3,26,17,32730,7
3,292.0,8.0,1,3,4.0,3,22,15,42515,7
4,227.0,6.0,1,3,4.0,3,26,17,29230,7
4,227.0,6.0,1,3,4.0,3,26,17,35625,7
4,227.0,6.0,1,3,4.0,3,26,17,36230,7
4,227.0,6.0,1,3,4.0,3,27,17,29730,6
4,227.0,6.0,1,3,4.0,3,27,17,35675,6
4,227.0,6.0,1,3,4.0,3,27,17,33130,6
3,292.0,8.0,1,3,4.0,3,23,15,44460,6
2,120.0,6.0,1,3,3.0,1,21,17,2000,23
2,120.0,6.0,1,3,3.0,1,21,17,2000,23
2,120.0,6.0,1,3,3.0,1,21,17,2000,22
2,120.0,6.0,1,3,3.0,1,21,17,2000,22
2,180.0,6.0,1,3,3.0,1,24,17,2000,21
2,180.0,6.0,1,3,3.0,1,24,17,2000,21
2,200.0,6.0,1,3,4.0,2,27,17,2044,18
2,175.0,6.0,1,3,4.0,2,27,18,2100,17
2,175.0,6.0,1,3,4.0,2,26,18,18890,16
2,212.0,6.0,1,4,4.0,2,14,12,3667,21
2,212.0,6.0,1,4,4.0,2,14,12,4282,20
2,235.0,8.0,1,4,4.0,2,16,12,65225,12
2,275.0,8.0,1,4,4.0,2,15,12,67395,11
2,268.0,8.0,1,4,4.0,2,15,12,67395,10
3,383.0,8.0,1,4,4.0,2,17,12,83180,2
3,383.0,8.0,1,4,4.0,3,18,13,88880,1
3,383.0,8.0,1,4,4.0,3,18,13,89380,0
5,240.0,6.0,1,2,4.0,2,28,20,51270,4
1,518.0,8.0,1,2,4.0,2,17,13,96100,4
1,402.0,8.0,1,2,4.0,2,20,14,58800,4
1,302.0,6.0,1,2,4.0,2,23,18,49770,4
1,302.0,6.0,1,1,4.0,2,23,18,47270,4
1,518.0,8.0,1,2,4.0,2,17,13,97250,3
5,240.0,6.0,1,2,4.0,2,28,20,51790,3
1,302.0,6.0,1,2,4.0,2,22,17,50290,3
1,402.0,8.0,1,2,4.0,2,19,14,59450,3
1,302.0,6.0,1,1,4.0,2,24,18,47790,3
1,329.0,6.0,1,2,4.0,2,22,18,62900,2
1,302.0,6.0,1,1,4.0,2,24,18,48300,2
1,518.0,8.0,1,2,4.0,2,17,13,98400,2
1,302.0,6.0,1,2,4.0,2,22,17,50800,2
1,365.0,6.0,2,1,2.0,1,26,18,51700,1
1,365.0,6.0,2,1,2.0,1,26,18,51700,0
2,162.0,6.0,1,1,2.0,2,23,17,2000,27
2,162.0,6.0,1,1,2.0,2,23,17,2000,26
2,162.0,6.0,1,1,2.0,2,23,17,2000,26
2,162.0,6.0,1,1,2.0,2,23,17,2000,25
2,162.0,6.0,1,1,2.0,2,23,17,2000,25
1,275.0,6.0,1,1,4.0,3,23,16,43900,9
1,275.0,6.0,1,2,4.0,3,22,16,45650,9
3,303.0,6.0,1,1,4.0,3,25,17,45800,8
3,275.0,6.0,1,2,4.0,3,22,16,47950,8
3,303.0,6.0,1,1,4.0,3,25,17,45800,7
3,303.0,6.0,1,2,4.0,3,22,16,47950,7
3,330.0,6.0,1,2,4.0,3,24,17,49200,6
3,330.0,6.0,1,1,4.0,3,26,18,47050,6
1,425.0,6.0,2,1,4.0,2,26,17,62000,2
1,425.0,6.0,2,1,4.0,2,26,17,63500,1
1,425.0,6.0,2,1,4.0,2,26,17,64000,0
1,493.0,6.0,3,1,2.0,2,23,16,133205,1
1,325.0,8.0,1,1,4.0,3,21,16,50250,9
1,325.0,8.0,1,2,4.0,3,20,14,52750,9
1,325.0,8.0,1,1,4.0,3,21,16,52150,8
1,325.0,8.0,1,2,4.0,3,20,14,54650,8
1,325.0,8.0,1,2,4.0,3,20,14,54650,7
1,325.0,8.0,1,1,4.0,3,21,16,52150,7
1,425.0,6.0,2,1,2.0,2,26,17,64200,2
1,425.0,6.0,2,1,2.0,2,26,17,72500,2
1,425.0,6.0,2,1,2.0,2,26,17,74200,1
1,425.0,6.0,2,1,2.0,2,26,17,65700,1
1,425.0,6.0,2,1,2.0,2,26,17,74700,0
1,425.0,6.0,2,1,2.0,2,26,17,66200,0
1,420.0,8.0,1,2,4.0,3,23,16,60950,6
1,420.0,8.0,1,1,4.0,3,25,16,58450,6
1,552.0,8.0,3,1,4.0,3,20,14,92900,3
1,560.0,8.0,3,1,4.0,3,20,14,93600,2
1,560.0,8.0,3,1,4.0,3,20,14,94100,1
1,560.0,8.0,3,1,4.0,3,20,14,115700,2
1,552.0,8.0,3,1,4.0,3,20,14,117200,1
1,560.0,8.0,3,1,4.0,3,20,14,117500,0
1,560.0,8.0,3,1,2.0,2,20,14,118200,2
1,560.0,8.0,3,1,2.0,2,20,14,111900,2
1,552.0,8.0,3,1,2.0,2,20,14,119700,1
1,552.0,8.0,3,1,2.0,2,20,14,113400,1
1,560.0,8.0,3,1,2.0,2,20,14,113700,0
1,560.0,8.0,3,1,2.0,2,22,15,120000,0
1,400.0,6.0,3,2,4.0,2,23,17,72300,2
1,340.0,6.0,3,2,4.0,2,23,17,49900,2
1,340.0,6.0,3,2,4.0,2,23,17,52600,1
1,400.0,6.0,3,2,4.0,2,23,17,73900,1
1,360.0,6.0,3,2,4.0,2,23,17,67200,0
1,340.0,6.0,3,2,4.0,2,23,17,54400,0
1,400.0,6.0,3,2,4.0,2,23,17,76000,0
1,252.0,4.0,3,2,4.0,2,25,20,47500,0
2,340.0,8.0,1,2,4.0,3,22,15,32855,11
2,340.0,8.0,1,1,4.0,3,23,15,30855,11
2,190.0,6.0,1,1,4.0,3,26,18,22680,11
2,250.0,6.0,1,2,4.0,3,22,15,29100,11
1,425.0,8.0,1,1,4.0,3,18,13,37320,11
2,250.0,6.0,1,2,4.0,3,22,15,29860,10
2,190.0,6.0,1,1,4.0,3,26,18,23370,10
2,340.0,8.0,1,1,4.0,3,23,15,31515,10
2,340.0,8.0,1,2,4.0,3,22,15,33615,10
1,425.0,8.0,1,1,4.0,3,18,13,37795,10
3,425.0,8.0,1,1,4.0,3,18,13,38105,9
2,340.0,8.0,1,2,4.0,3,22,15,33880,9
2,250.0,6.0,1,1,4.0,3,24,17,27225,9
2,250.0,6.0,1,2,4.0,3,22,15,29855,9
2,340.0,8.0,1,1,4.0,3,23,15,31780,9
2,178.0,6.0,1,1,4.0,3,26,18,23420,9
2,219.0,6.0,1,3,4.0,2,29,18,20320,9
2,145.0,4.0,1,3,4.0,2,30,22,17935,9
2,219.0,6.0,1,3,4.0,2,29,18,19695,9
2,164.0,4.0,1,3,4.0,2,32,24,23640,9
2,164.0,4.0,1,3,4.0,2,34,26,25555,8
2,164.0,4.0,1,3,4.0,2,34,26,25925,7
2,197.0,4.0,1,3,4.0,2,34,24,23835,1
2,197.0,4.0,1,3,4.0,2,34,24,28420,1
2,200.0,6.0,1,3,4.0,2,28,20,24610,12
2,200.0,6.0,1,3,4.0,2,28,20,21465,12
2,200.0,6.0,1,3,4.0,2,28,20,20965,12
2,201.0,6.0,1,3,4.0,2,28,20,23465,11
2,201.0,6.0,1,3,4.0,2,28,20,20165,11
2,240.0,6.0,1,3,4.0,2,24,16,23265,11
2,201.0,6.0,1,3,4.0,2,28,20,19565,11
2,217.0,6.0,1,3,4.0,2,28,18,20575,10
2,217.0,6.0,1,3,4.0,2,28,18,19795,10
2,240.0,6.0,1,3,4.0,2,22,15,23710,10
2,217.0,6.0,1,3,4.0,2,28,18,23915,10
2,196.0,4.0,1,3,4.0,2,36,25,28195,2
2,196.0,4.0,1,3,4.0,2,36,25,25470,2
3,259.0,4.0,1,3,4.0,2,30,21,30355,2
3,259.0,4.0,1,3,4.0,2,30,21,27005,2
2,196.0,4.0,1,3,4.0,2,36,25,23610,2
2,160.0,4.0,1,3,4.0,2,37,27,21625,1
3,250.0,4.0,1,3,4.0,2,33,22,28620,1
2,182.0,4.0,4,3,4.0,2,46,47,27770,1
3,250.0,4.0,1,3,4.0,2,33,22,30920,1
2,160.0,4.0,1,3,4.0,2,37,27,25020,1
2,160.0,4.0,1,3,4.0,2,36,27,25125,0
2,182.0,4.0,4,3,4.0,2,43,49,27875,0
2,160.0,4.0,1,3,4.0,2,36,27,21680,0
3,250.0,4.0,1,3,4.0,2,33,22,30975,0
2,160.0,4.0,1,3,4.0,2,36,27,23225,0
2,300.0,8.0,1,1,4.0,3,18,13,38680,11
2,300.0,8.0,1,4,4.0,3,16,12,42235,11
2,300.0,8.0,1,4,4.0,3,16,12,41225,10
2,300.0,8.0,1,4,4.0,3,16,12,41525,10
2,300.0,8.0,1,1,4.0,3,16,12,38425,10
2,300.0,8.0,1,1,4.0,3,16,12,38125,10
2,300.0,8.0,1,1,4.0,3,16,12,38915,9
2,300.0,8.0,1,4,4.0,3,17,13,42015,9
2,300.0,8.0,1,4,4.0,3,17,13,41715,9
2,300.0,8.0,1,1,4.0,3,16,12,38615,9
2,280.0,8.0,1,1,2.0,3,24,16,2263,20
2,280.0,8.0,1,1,2.0,3,24,16,2209,20
2,280.0,8.0,1,1,2.0,3,24,15,2411,19
2,290.0,8.0,1,1,2.0,3,24,15,2459,19
2,132.0,4.0,1,3,4.0,1,32,25,19685,6
2,158.0,4.0,1,3,4.0,1,29,21,20755,6
2,158.0,4.0,2,3,4.0,1,28,21,19565,6
2,158.0,4.0,1,2,4.0,1,26,20,21715,6
2,132.0,4.0,2,3,4.0,1,32,26,18845,6
2,158.0,4.0,1,2,4.0,1,26,20,21715,5
2,132.0,4.0,2,3,4.0,1,32,26,18845,5
2,158.0,4.0,1,3,4.0,1,29,21,20755,5
2,132.0,4.0,1,3,4.0,1,32,25,19685,5
2,158.0,4.0,2,3,4.0,1,28,21,19565,5
2,132.0,4.0,1,3,4.0,1,32,25,20115,4
2,158.0,4.0,1,2,4.0,1,26,20,22415,4
2,158.0,4.0,2,3,4.0,1,28,21,20265,4
2,158.0,4.0,1,3,4.0,1,29,21,21455,4
2,132.0,4.0,2,3,4.0,1,32,26,19275,4
3,290.0,6.0,1,3,4.0,2,26,19,34380,3
3,290.0,6.0,1,3,4.0,2,26,19,31290,3
3,300.0,6.0,1,3,4.0,2,30,22,36990,1
3,300.0,6.0,1,3,4.0,2,30,22,34490,1
3,300.0,6.0,1,3,4.0,2,30,22,32510,1
3,300.0,6.0,1,3,4.0,2,30,22,39960,1
3,300.0,6.0,1,3,4.0,2,30,22,37770,1
3,300.0,6.0,1,3,4.0,2,30,21,34590,0
3,300.0,6.0,1,3,4.0,2,30,21,37090,0
3,300.0,6.0,1,3,4.0,2,30,21,40040,0
3,300.0,6.0,1,3,4.0,2,30,21,32610,0
3,300.0,6.0,1,3,4.0,2,30,21,37870,0
1,523.0,12.0,1,1,4.0,3,20,13,189350,1
1,523.0,12.0,1,1,4.0,3,21,13,191300,0
1,263.0,4.0,2,3,4.0,1,25,18,23700,6
1,263.0,4.0,2,3,4.0,1,25,18,24000,5
1,263.0,4.0,2,3,4.0,1,25,18,24200,4
1,274.0,4.0,2,2,4.0,2,23,17,27995,11
1,274.0,4.0,2,2,4.0,2,23,17,29925,11
1,274.0,4.0,2,2,4.0,2,23,17,29925,10
1,274.0,4.0,2,2,4.0,2,23,17,27995,10
1,178.0,4.0,2,1,2.0,1,24,18,25730,13
1,178.0,4.0,2,1,2.0,1,24,18,25780,12
1,178.0,4.0,2,1,2.0,1,24,18,26580,12
1,170.0,4.0,2,3,4.0,1,27,21,20480,14
1,170.0,4.0,2,3,4.0,1,27,21,19980,14
1,315.0,6.0,2,1,2.0,1,23,15,44990,16
1,315.0,6.0,2,1,2.0,1,23,15,45990,16
1,315.0,6.0,2,1,2.0,1,25,17,44990,15
1,330.0,6.0,2,1,2.0,1,22,14,49300,11
1,330.0,6.0,2,1,2.0,1,22,14,51300,11
3,290.0,6.0,1,2,4.0,2,27,18,44565,2
3,290.0,6.0,1,2,4.0,2,27,18,48840,2
3,290.0,6.0,1,2,4.0,2,27,18,50840,2
3,290.0,6.0,1,3,4.0,2,28,20,42565,2
3,290.0,6.0,1,3,4.0,2,28,20,48840,2
3,290.0,6.0,1,3,4.0,2,28,20,46840,2
3,290.0,6.0,1,2,4.0,2,27,18,56780,2
3,290.0,6.0,1,3,4.0,2,28,20,54780,2
3,290.0,6.0,1,3,4.0,2,27,19,43015,1
3,290.0,6.0,1,3,4.0,2,27,19,49440,1
3,290.0,6.0,1,2,4.0,2,26,18,46515,1
3,290.0,6.0,1,3,4.0,2,27,19,44515,1
3,290.0,6.0,1,2,4.0,2,26,19,55230,1
3,290.0,6.0,1,2,4.0,2,26,18,45015,1
3,290.0,6.0,1,3,4.0,2,27,20,53230,1
3,290.0,6.0,1,2,4.0,2,26,18,52640,1
3,290.0,6.0,1,2,4.0,2,26,18,51440,1
3,290.0,6.0,1,2,4.0,2,26,18,50640,1
3,290.0,6.0,1,3,4.0,2,27,20,55230,1
3,290.0,6.0,1,2,4.0,2,26,18,49440,1
3,290.0,6.0,1,3,4.0,2,27,19,47440,1
3,290.0,6.0,1,3,4.0,2,27,19,48640,1
3,290.0,6.0,1,3,4.0,2,27,19,50640,1
3,290.0,6.0,1,2,4.0,2,26,19,57230,1
3,290.0,6.0,1,2,4.0,2,26,19,56400,0
3,290.0,6.0,1,3,4.0,2,27,19,48360,0
3,290.0,6.0,1,2,4.0,2,26,18,50360,0
3,290.0,6.0,1,2,4.0,2,26,18,52360,0
3,290.0,6.0,1,2,4.0,2,26,19,58400,0
3,290.0,6.0,1,3,4.0,2,27,20,56400,0
3,290.0,6.0,1,3,4.0,2,27,19,43950,0
3,290.0,6.0,1,3,4.0,2,27,19,50360,0
3,290.0,6.0,1,2,4.0,2,26,18,45950,0
3,290.0,6.0,1,3,4.0,2,27,20,54400,0
3,208.0,4.0,1,1,4.0,1,23,20,32500,1
3,208.0,4.0,1,1,3.0,3,24,21,28950,1
2,55.0,3.0,2,3,2.0,1,42,34,2000,18
2,79.0,4.0,2,3,4.0,1,39,33,2000,18
