Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,highway MPG,city mpg,Age,MSRP
2.0,190.0,6.0,1,1,4.0,2,20,15,17,2623
2.0,190.0,6.0,1,4,4.0,2,18,14,17,2655
2.0,190.0,6.0,1,1,4.0,2,20,15,16,26770
2.0,190.0,6.0,2,4,2.0,1,16,13,16,22270
2.0,190.0,6.0,1,4,2.0,1,18,14,16,25170
2.0,190.0,6.0,1,4,4.0,2,18,14,16,31925
2.0,190.0,6.0,2,1,2.0,1,20,14,16,19270
2.0,190.0,6.0,1,1,2.0,1,20,15,16,22170
2.0,190.0,6.0,1,4,4.0,2,18,14,16,30225
2.0,190.0,6.0,1,1,4.0,2,20,15,16,28225
2.0,190.0,6.0,1,4,4.0,2,18,14,16,33920
2.0,190.0,6.0,1,4,4.0,2,18,14,16,28770
2.0,190.0,6.0,1,1,4.0,2,20,15,16,29925
2.0,283.0,6.0,1,2,4.0,2,24,16,2,27395
2.0,283.0,6.0,1,2,4.0,2,24,16,2,28695
2.0,173.0,4.0,1,3,4.0,2,26,19,2,26595
2.0,173.0,4.0,1,3,4.0,2,26,19,2,23495
2.0,283.0,6.0,1,2,4.0,2,24,16,2,29995
2.0,173.0,4.0,1,3,4.0,2,26,19,2,25195
2.0,173.0,4.0,1,3,4.0,2,26,19,2,20695
2.0,173.0,4.0,1,3,4.0,2,26,19,1,27395
2.0,173.0,4.0,1,3,4.0,2,26,19,1,26295
2.0,283.0,6.0,1,2,4.0,2,24,16,1,26595
2.0,283.0,6.0,1,2,4.0,2,24,16,1,33695
2.0,283.0,6.0,1,2,4.0,2,24,16,1,28395
4.0,283.0,6.0,1,3,4.0,2,25,17,1,31795
2.0,283.0,6.0,1,2,4.0,2,24,16,1,30895
2.0,173.0,4.0,1,3,4.0,2,26,19,1,20995
2.0,173.0,4.0,1,3,4.0,2,26,19,1,24895
2.0,283.0,6.0,1,2,4.0,2,24,16,1,29795
2.0,173.0,4.0,1,3,4.0,2,25,19,0,20995
2.0,283.0,6.0,1,2,4.0,2,24,16,0,33695
2.0,173.0,4.0,1,3,4.0,2,25,19,0,26295
2.0,283.0,6.0,1,2,4.0,2,24,16,0,29795
4.0,283.0,6.0,1,3,4.0,2,25,17,0,31795
2.0,283.0,6.0,1,2,4.0,2,24,16,0,30995
2.0,283.0,6.0,1,2,4.0,2,24,16,0,26595
2.0,173.0,4.0,1,3,4.0,2,25,19,0,27495
2.0,283.0,6.0,1,2,4.0,2,24,16,0,28395
2.0,173.0,4.0,1,3,4.0,2,25,19,0,24895
3.0,188.0,4.0,1,3,4.0,1,32,28,2,25240
1.0,215.0,4.0,2,3,4.0,1,31,25,2,28020
1.0,211.0,4.0,1,2,4.0,1,29,25,2,30020
3.0,188.0,4.0,1,2,4.0,1,31,26,2,26940
3.0,188.0,4.0,1,3,4.0,1,32,28,2,20250
3.0,188.0,4.0,1,3,4.0,1,32,28,2,22300
3.0,188.0,4.0,1,2,4.0,1,31,26,2,24150
3.0,188.0,4.0,1,2,4.0,1,31,26,2,22100
3.0,188.0,4.0,1,2,4.0,1,31,26,2,27230
3.0,188.0,4.0,2,3,4.0,1,34,28,2,24830
3.0,188.0,4.0,2,3,4.0,1,34,28,1,24830
3.0,188.0,4.0,1,2,4.0,1,31,26,1,22100
1.0,211.0,4.0,2,3,4.0,1,31,25,1,28020
3.0,188.0,4.0,1,3,4.0,1,32,28,1,22300
3.0,188.0,4.0,1,2,4.0,1,31,26,1,24150
3.0,188.0,4.0,1,2,4.0,1,31,26,1,26940
1.0,215.0,4.0,1,2,4.0,1,29,25,1,30020
3.0,188.0,4.0,1,3,4.0,1,32,28,1,20250
3.0,188.0,4.0,1,2,4.0,1,31,26,1,27230
3.0,188.0,4.0,1,3,4.0,1,32,28,1,25240
1.0,215.0,4.0,2,3,4.0,1,31,26,0,28020
3.0,188.0,4.0,2,3,4.0,1,33,27,0,24830
1.0,211.0,4.0,1,2,4.0,1,29,25,0,30020
3.0,188.0,4.0,1,2,4.0,1,30,26,0,27230
3.0,188.0,4.0,1,2,4.0,1,30,26,0,26940
3.0,188.0,4.0,1,2,4.0,1,30,26,0,24400
3.0,188.0,4.0,1,2,4.0,1,30,26,0,22100
3.0,188.0,4.0,1,3,4.0,1,32,28,0,20250
3.0,188.0,4.0,1,3,4.0,1,32,28,0,22550
3.0,188.0,4.0,1,3,4.0,1,32,28,0,25240
2.0,73.0,3.0,2,4,2.0,1,29,24,25,2000
2.0,73.0,3.0,2,4,4.0,1,29,24,25,2000
2.0,66.0,3.0,2,3,2.0,1,33,28,25,2000
2.0,73.0,3.0,2,3,2.0,1,33,28,25,2000
2.0,73.0,3.0,1,3,2.0,1,32,28,24,2000
2.0,73.0,3.0,1,3,4.0,1,32,28,24,2000
2.0,73.0,3.0,2,4,4.0,1,29,24,24,2000
2.0,73.0,3.0,2,3,2.0,1,33,28,24,2000
2.0,73.0,3.0,2,3,2.0,1,33,28,23,2000
2.0,73.0,3.0,2,4,4.0,1,29,24,23,2000
3.0,265.0,6.0,1,3,4.0,3,24,18,4,41250
3.0,265.0,6.0,1,2,4.0,3,23,18,4,42650
3.0,420.0,8.0,1,1,4.0,3,23,15,2,59900
3.0,420.0,8.0,1,1,4.0,3,23,15,2,54500
2.0,311.0,6.0,1,1,4.0,3,26,17,1,49000
3.0,420.0,8.0,1,1,4.0,3,23,15,1,61900
2.0,311.0,6.0,1,1,4.0,3,26,17,1,54900
2.0,180.0,4.0,1,3,4.0,2,31,23,6,21049
2.0,180.0,4.0,1,3,4.0,2,30,23,6,22049
2.0,180.0,4.0,1,3,4.0,2,30,23,6,24149
2.0,180.0,4.0,1,2,4.0,2,29,22,6,27299
2.0,180.0,4.0,1,2,4.0,2,29,22,6,23399
2.0,185.0,4.0,2,3,4.0,2,29,20,6,24849
2.0,185.0,4.0,2,3,4.0,2,29,20,6,23049
2.0,180.0,4.0,1,3,4.0,2,30,23,6,25949
2.0,180.0,4.0,1,2,4.0,2,30,23,6,22099
2.0,180.0,4.0,1,2,4.0,2,29,22,6,25499
2.0,185.0,4.0,2,3,4.0,2,31,21,6,18999
2.0,180.0,4.0,1,3,4.0,2,30,23,5,23899
2.0,180.0,4.0,1,2,4.0,2,29,22,5,25249
2.0,180.0,4.0,1,3,4.0,2,30,23,5,22299
2.0,180.0,4.0,1,2,4.0,2,29,22,5,23649
2.0,180.0,4.0,1,2,4.0,2,29,22,5,25749
2.0,180.0,4.0,1,3,4.0,2,30,23,5,24399
2.0,185.0,4.0,2,3,4.0,2,31,21,5,18999
2.0,185.0,4.0,2,3,4.0,2,29,20,5,25099
2.0,180.0,4.0,1,3,4.0,2,31,23,5,20999
2.0,185.0,4.0,2,3,4.0,2,29,20,5,22249
2.0,180.0,4.0,1,2,4.0,2,30,23,5,22349
2.0,180.0,4.0,1,3,4.0,2,30,23,4,25799
2.0,180.0,4.0,1,3,4.0,2,30,23,4,21749
2.0,180.0,4.0,1,2,4.0,2,29,22,4,23249
2.0,180.0,4.0,1,2,4.0,2,29,22,4,28999
2.0,185.0,4.0,2,3,4.0,2,29,20,4,19999
2.0,180.0,4.0,1,2,4.0,2,29,22,4,27199
2.0,182.0,4.0,1,3,4.0,3,36,25,2,35725
4.0,304.0,6.0,1,3,4.0,3,28,18,2,31065
4.0,304.0,6.0,1,2,4.0,3,26,17,2,40500
4.0,304.0,6.0,1,3,4.0,3,28,18,2,39970
2.0,182.0,4.0,1,3,4.0,3,36,25,2,33635
4.0,304.0,6.0,1,3,4.0,3,28,18,2,38025
4.0,304.0,6.0,1,2,4.0,3,26,17,2,38730
4.0,304.0,6.0,1,3,4.0,3,28,18,1,34065
4.0,304.0,6.0,1,3,4.0,3,28,18,1,40145
4.0,304.0,6.0,1,2,4.0,3,26,17,1,38905
4.0,304.0,6.0,1,3,4.0,3,28,18,1,35900
4.0,304.0,6.0,1,3,4.0,3,28,18,1,33810
4.0,304.0,6.0,1,2,4.0,3,26,17,1,40675
4.0,304.0,6.0,1,3,4.0,3,28,18,1,38200
4.0,304.0,6.0,1,3,4.0,3,28,18,1,31065
2.0,310.0,6.0,1,3,4.0,3,31,21,0,36065
2.0,310.0,6.0,1,3,4.0,3,31,21,0,38665
2.0,310.0,6.0,1,2,4.0,3,29,20,0,43265
2.0,310.0,6.0,1,3,4.0,3,31,21,0,32065
2.0,310.0,6.0,1,3,4.0,3,31,21,0,41065
1.0,291.0,4.0,3,2,4.0,1,22,17,4,37895
1.0,291.0,4.0,2,2,4.0,1,23,17,4,34695
1.0,291.0,4.0,3,2,4.0,1,22,17,3,38195
1.0,291.0,4.0,2,2,4.0,1,23,17,3,34995
1.0,303.0,4.0,2,2,4.0,1,23,17,2,37995
1.0,291.0,4.0,2,2,4.0,1,23,17,2,34495
1.0,291.0,4.0,3,2,4.0,1,22,17,2,38995
2.0,168.0,4.0,1,3,4.0,1,29,22,5,21345
2.0,148.0,4.0,1,3,4.0,1,32,24,5,18395
2.0,148.0,4.0,1,3,4.0,1,32,24,4,18495
2.0,168.0,4.0,1,3,4.0,1,29,22,4,21495
2.0,168.0,4.0,1,3,4.0,1,29,22,3,21945
2.0,148.0,4.0,1,3,4.0,1,32,24,3,18595
2.0,148.0,4.0,2,3,4.0,1,34,25,2,17395
1.0,237.0,4.0,3,2,4.0,1,25,18,2,29495
2.0,168.0,4.0,2,3,4.0,1,31,22,2,20595
2.0,168.0,4.0,1,3,4.0,1,30,23,2,21595
2.0,168.0,4.0,1,2,4.0,1,29,22,2,20995
2.0,148.0,4.0,1,3,4.0,1,34,26,2,18295
2.0,148.0,4.0,1,3,4.0,1,35,27,1,18595
2.0,168.0,4.0,1,2,4.0,1,31,23,1,20995
2.0,148.0,4.0,2,3,4.0,1,34,24,1,17595
2.0,168.0,4.0,1,3,4.0,1,31,24,1,23495
2.0,168.0,4.0,2,3,4.0,1,31,22,1,22495
2.0,168.0,4.0,1,2,4.0,1,31,23,1,19995
2.0,168.0,4.0,1,2,4.0,1,31,23,1,21995
2.0,168.0,4.0,1,2,4.0,1,30,23,0,20295
2.0,168.0,4.0,1,2,4.0,1,30,23,0,21095
2.0,148.0,4.0,1,3,4.0,1,34,27,0,18795
2.0,148.0,4.0,2,3,4.0,1,33,24,0,17795
2.0,168.0,4.0,1,2,4.0,1,30,23,0,22095
2.0,92.0,4.0,2,3,2.0,1,29,21,25,2000
2.0,135.0,4.0,2,3,2.0,1,26,19,25,2000
2.0,195.0,4.0,2,3,2.0,1,26,19,25,2000
2.0,195.0,4.0,2,2,2.0,1,23,18,25,2000
2.0,195.0,4.0,2,2,2.0,1,23,18,24,2000
2.0,195.0,4.0,2,3,2.0,1,26,19,24,2000
2.0,92.0,4.0,2,3,2.0,1,29,21,24,2000
2.0,135.0,4.0,2,3,2.0,1,26,19,24,2000
2.0,195.0,4.0,2,2,2.0,1,23,18,23,2000
2.0,92.0,4.0,2,3,2.0,1,29,21,23,2000
2.0,195.0,4.0,2,3,2.0,1,26,19,23,2000
2.0,135.0,4.0,2,3,2.0,1,26,19,23,2000
2.0,141.0,6.0,2,3,2.0,1,26,17,24,2000
2.0,141.0,6.0,1,3,4.0,1,26,18,24,2000
2.0,141.0,6.0,2,3,2.0,1,24,17,24,2000
2.0,141.0,6.0,1,3,2.0,1,26,18,24,2000
2.0,100.0,4.0,1,3,4.0,1,26,21,24,2000
2.0,141.0,6.0,1,3,2.0,1,26,18,24,2000
2.0,141.0,6.0,1,3,2.0,1,26,18,23,2000
2.0,142.0,6.0,1,3,4.0,1,24,18,23,2000
2.0,142.0,6.0,1,3,4.0,1,26,18,23,2000
2.0,141.0,6.0,1,3,2.0,1,26,18,22,2000
2.0,74.0,4.0,2,3,2.0,1,34,25,26,2000
2.0,74.0,4.0,2,3,2.0,1,36,27,26,2000
2.0,74.0,4.0,2,3,4.0,1,36,27,26,2000
2.0,74.0,4.0,2,3,2.0,1,34,24,25,2000
2.0,74.0,4.0,2,3,4.0,1,37,26,25,2000
2.0,74.0,4.0,2,3,2.0,1,37,26,25,2000
2.0,74.0,4.0,2,3,4.0,1,37,26,24,2000
2.0,74.0,4.0,2,3,2.0,1,34,24,24,2000
2.0,74.0,4.0,2,3,2.0,1,37,26,24,2000
2.0,175.0,4.0,1,2,4.0,2,36,26,2,26495
2.0,256.0,6.0,1,2,4.0,2,28,20,2,29595
2.0,175.0,4.0,1,2,4.0,2,36,26,2,26795
2.0,175.0,4.0,1,2,4.0,2,36,26,2,23495
2.0,175.0,4.0,1,2,4.0,2,36,26,2,21995
2.0,175.0,4.0,1,2,4.0,2,36,26,2,23795
2.0,175.0,4.0,1,2,4.0,2,36,26,2,21695
2.0,175.0,4.0,1,2,4.0,2,36,26,1,21745
2.0,175.0,4.0,1,2,4.0,2,36,26,1,26845
2.0,256.0,6.0,1,2,4.0,2,29,20,1,29945
2.0,175.0,4.0,1,2,4.0,2,36,26,1,23845
2.0,175.0,4.0,1,2,4.0,2,36,26,1,22045
2.0,175.0,4.0,1,2,4.0,2,36,26,1,27145
2.0,175.0,4.0,1,2,4.0,2,36,26,1,24145
2.0,256.0,6.0,1,2,4.0,2,28,20,0,31640
2.0,175.0,4.0,1,2,4.0,2,34,25,0,23995
2.0,175.0,4.0,1,2,4.0,2,34,25,0,21995
2.0,175.0,4.0,1,2,4.0,2,34,25,0,25995
2.0,175.0,4.0,1,2,4.0,2,34,25,0,28840
2.0,200.0,6.0,2,3,4.0,2,23,15,24,2000
2.0,200.0,6.0,2,3,4.0,2,23,16,24,2060
2.0,230.0,6.0,2,3,2.0,2,23,15,24,2042
2.0,200.0,6.0,2,3,4.0,2,23,16,24,2000
2.0,230.0,6.0,2,3,2.0,2,23,15,24,2000
2.0,230.0,6.0,2,3,2.0,2,24,16,23,2181
2.0,200.0,6.0,2,3,4.0,2,23,16,23,2028
2.0,200.0,6.0,1,3,4.0,2,22,17,23,2063
2.0,230.0,6.0,2,3,4.0,2,24,16,23,2066
2.0,230.0,6.0,2,3,2.0,2,24,16,23,2384
2.0,200.0,6.0,1,3,4.0,2,22,17,22,2356
2.0,230.0,6.0,2,3,2.0,2,24,16,22,2506
2.0,230.0,6.0,2,3,2.0,2,24,16,22,2265
2.0,200.0,6.0,1,3,4.0,2,22,17,22,2144
2.0,200.0,6.0,2,3,4.0,2,23,16,22,2135
2.0,230.0,6.0,2,3,4.0,2,24,16,22,2066
2.0,205.0,6.0,1,3,4.0,3,27,17,14,25645
2.0,205.0,6.0,1,3,4.0,3,27,17,14,31420
2.0,205.0,6.0,1,3,4.0,3,27,18,13,26040
2.0,205.0,6.0,1,3,4.0,3,27,18,13,32085
2.0,205.0,6.0,1,3,4.0,3,27,18,12,26725
2.0,205.0,6.0,1,3,4.0,3,27,18,12,32385
1.0,345.0,6.0,1,2,4.0,3,20,14,0,72000
2.0,253.0,6.0,1,3,4.0,3,24,16,18,2000
2.0,253.0,6.0,1,3,4.0,3,24,16,17,2087
1.0,253.0,6.0,1,3,4.0,3,24,16,16,28680
2.0,90.0,4.0,2,3,4.0,1,28,22,25,2000
2.0,90.0,4.0,2,3,4.0,1,29,22,25,2000
2.0,90.0,4.0,2,4,4.0,1,26,21,25,2000
2.0,90.0,4.0,2,4,4.0,1,26,21,25,2000
2.0,90.0,4.0,2,3,4.0,1,28,22,24,2000
2.0,90.0,4.0,2,4,4.0,1,26,21,24,2000
2.0,90.0,4.0,2,3,4.0,1,29,22,24,2000
2.0,90.0,4.0,2,4,4.0,1,26,21,24,2000
2.0,90.0,4.0,2,4,4.0,1,26,21,23,2000
3.0,240.0,4.0,1,2,4.0,1,24,17,4,36400
3.0,240.0,4.0,1,2,4.0,1,24,17,4,41500
3.0,240.0,4.0,1,2,4.0,1,24,17,4,38900
3.0,240.0,4.0,1,2,4.0,1,24,17,3,36600
3.0,240.0,4.0,1,2,4.0,1,24,17,3,39100
3.0,240.0,4.0,1,2,4.0,1,24,17,3,41700
3.0,240.0,4.0,1,2,4.0,1,24,17,2,36600
3.0,240.0,4.0,1,2,4.0,1,24,17,2,39100
3.0,240.0,4.0,1,2,4.0,1,24,17,2,41700
1.0,300.0,8.0,1,4,4.0,2,17,12,9,48525
1.0,300.0,8.0,1,4,4.0,2,17,12,9,54025
1.0,300.0,8.0,1,4,4.0,2,17,12,8,45975
1.0,340.0,6.0,1,4,4.0,2,19,14,3,49700
1.0,340.0,6.0,1,4,4.0,2,19,14,3,59900
1.0,340.0,6.0,1,4,4.0,2,19,14,3,54600
1.0,340.0,6.0,1,4,4.0,2,19,14,3,69279
1.0,340.0,6.0,1,4,4.0,2,19,14,2,60600
1.0,340.0,6.0,1,4,4.0,2,19,14,2,50400
1.0,340.0,6.0,1,4,4.0,2,19,14,2,55300
1.0,340.0,6.0,1,4,4.0,2,19,15,1,50400
1.0,340.0,6.0,1,4,4.0,2,19,15,1,55300
1.0,340.0,6.0,1,4,4.0,2,19,15,1,60600
2.0,290.0,8.0,1,1,4.0,2,23,17,19,4207
2.0,290.0,8.0,1,1,4.0,2,23,16,18,4556
2.0,290.0,8.0,1,1,4.0,2,23,16,17,5035
1.0,290.0,8.0,1,1,4.0,3,23,16,13,55375
1.0,290.0,8.0,1,1,4.0,3,23,16,12,56225
1.0,278.0,8.0,1,1,4.0,3,23,16,11,56525
1.0,386.0,8.0,1,1,4.0,3,24,16,2,72520
1.0,360.0,8.0,1,2,4.0,3,23,16,2,75465
1.0,360.0,8.0,1,2,4.0,3,23,16,1,75465
1.0,386.0,8.0,1,1,4.0,3,24,16,1,72520
1.0,386.0,8.0,1,1,4.0,3,24,16,0,72520
1.0,359.0,8.0,1,2,4.0,3,23,16,0,75465
1.0,232.0,6.0,1,1,4.0,2,24,17,13,36770
1.0,280.0,8.0,1,1,4.0,2,23,15,13,43370
1.0,232.0,6.0,1,1,4.0,2,24,17,13,36140
1.0,280.0,8.0,1,1,4.0,2,23,15,13,39970
1.0,232.0,6.0,1,1,4.0,2,24,17,13,32370
1.0,280.0,8.0,1,1,4.0,2,22,16,12,43590
1.0,232.0,6.0,1,1,4.0,2,24,17,12,32640
1.0,232.0,6.0,1,1,4.0,2,24,17,12,36360
1.0,232.0,6.0,1,1,4.0,2,24,17,12,36990
1.0,280.0,8.0,1,1,4.0,2,22,16,12,40190
2.0,280.0,8.0,1,1,4.0,2,23,16,11,39285
2.0,240.0,6.0,1,3,4.0,3,24,16,20,2136
2.0,205.0,6.0,1,3,4.0,3,26,17,20,2080
2.0,195.0,6.0,1,3,4.0,3,27,17,19,2283
2.0,240.0,6.0,1,3,4.0,3,25,16,19,2444
2.0,240.0,6.0,1,3,4.0,3,25,16,18,2681
2.0,205.0,6.0,1,3,4.0,3,27,17,18,2356
3.0,292.0,8.0,1,3,4.0,3,22,15,8,40205
4.0,227.0,6.0,1,3,4.0,3,26,17,8,32520
4.0,227.0,6.0,1,3,4.0,3,26,17,8,29265
4.0,227.0,6.0,1,3,4.0,3,26,17,8,35770
4.0,227.0,6.0,1,3,4.0,3,26,17,8,33120
4.0,227.0,6.0,1,3,4.0,3,26,17,8,35270
4.0,227.0,6.0,1,3,4.0,3,26,17,8,30770
4.0,227.0,6.0,1,3,4.0,3,26,17,8,34670
4.0,227.0,6.0,1,3,4.0,3,26,17,7,35730
4.0,227.0,6.0,1,3,4.0,3,26,17,7,30930
4.0,227.0,6.0,1,3,4.0,3,26,17,7,34830
4.0,227.0,6.0,1,3,4.0,3,26,17,7,33230
4.0,227.0,6.0,1,3,4.0,3,26,17,7,32730
3.0,292.0,8.0,1,3,4.0,3,22,15,7,42515
4.0,227.0,6.0,1,3,4.0,3,26,17,7,29230
4.0,227.0,6.0,1,3,4.0,3,26,17,7,35625
4.0,227.0,6.0,1,3,4.0,3,26,17,7,36230
4.0,227.0,6.0,1,3,4.0,3,27,17,6,29730
4.0,227.0,6.0,1,3,4.0,3,27,17,6,35675
4.0,227.0,6.0,1,3,4.0,3,27,17,6,33130
3.0,292.0,8.0,1,3,4.0,3,23,15,6,44460
2.0,120.0,6.0,1,3,3.0,1,21,17,23,2000
2.0,120.0,6.0,1,3,3.0,1,21,17,23,2000
2.0,120.0,6.0,1,3,3.0,1,21,17,22,2000
2.0,120.0,6.0,1,3,3.0,1,21,17,22,2000
2.0,180.0,6.0,1,3,3.0,1,24,17,21,2000
2.0,180.0,6.0,1,3,3.0,1,24,17,21,2000
2.0,200.0,6.0,1,3,4.0,2,27,17,18,2044
2.0,175.0,6.0,1,3,4.0,2,27,18,17,2100
2.0,175.0,6.0,1,3,4.0,2,26,18,16,18890
2.0,212.0,6.0,1,4,4.0,2,14,12,21,3667
2.0,212.0,6.0,1,4,4.0,2,14,12,20,4282
2.0,235.0,8.0,1,4,4.0,2,16,12,12,65225
2.0,275.0,8.0,1,4,4.0,2,15,12,11,67395
2.0,268.0,8.0,1,4,4.0,2,15,12,10,67395
5.0,240.0,6.0,1,2,4.0,2,28,20,4,51270
1.0,402.0,8.0,1,2,4.0,2,20,14,4,58800
1.0,302.0,6.0,1,2,4.0,2,23,18,4,49770
1.0,302.0,6.0,1,1,4.0,2,23,18,4,47270
5.0,240.0,6.0,1,2,4.0,2,28,20,3,51790
1.0,302.0,6.0,1,2,4.0,2,22,17,3,50290
1.0,402.0,8.0,1,2,4.0,2,19,14,3,59450
1.0,302.0,6.0,1,1,4.0,2,24,18,3,47790
1.0,329.0,6.0,1,2,4.0,2,22,18,2,62900
1.0,302.0,6.0,1,1,4.0,2,24,18,2,48300
1.0,302.0,6.0,1,2,4.0,2,22,17,2,50800
1.0,365.0,6.0,2,1,2.0,1,26,18,1,51700
1.0,365.0,6.0,2,1,2.0,1,26,18,0,51700
2.0,162.0,6.0,1,1,2.0,2,23,17,27,2000
2.0,162.0,6.0,1,1,2.0,2,23,17,26,2000
2.0,162.0,6.0,1,1,2.0,2,23,17,26,2000
2.0,162.0,6.0,1,1,2.0,2,23,17,25,2000
2.0,162.0,6.0,1,1,2.0,2,23,17,25,2000
1.0,275.0,6.0,1,1,4.0,3,23,16,9,43900
1.0,275.0,6.0,1,2,4.0,3,22,16,9,45650
3.0,303.0,6.0,1,1,4.0,3,25,17,8,45800
3.0,275.0,6.0,1,2,4.0,3,22,16,8,47950
3.0,303.0,6.0,1,1,4.0,3,25,17,7,45800
3.0,303.0,6.0,1,2,4.0,3,22,16,7,47950
3.0,330.0,6.0,1,2,4.0,3,24,17,6,49200
3.0,330.0,6.0,1,1,4.0,3,26,18,6,47050
1.0,425.0,6.0,2,1,4.0,2,26,17,2,62000
1.0,425.0,6.0,2,1,4.0,2,26,17,1,63500
1.0,425.0,6.0,2,1,4.0,2,26,17,0,64000
1.0,325.0,8.0,1,1,4.0,3,21,16,9,50250
1.0,325.0,8.0,1,2,4.0,3,20,14,9,52750
1.0,325.0,8.0,1,1,4.0,3,21,16,8,52150
1.0,325.0,8.0,1,2,4.0,3,20,14,8,54650
1.0,325.0,8.0,1,2,4.0,3,20,14,7,54650
1.0,325.0,8.0,1,1,4.0,3,21,16,7,52150
1.0,425.0,6.0,2,1,2.0,2,26,17,2,64200
1.0,425.0,6.0,2,1,2.0,2,26,17,2,72500
1.0,425.0,6.0,2,1,2.0,2,26,17,1,74200
1.0,425.0,6.0,2,1,2.0,2,26,17,1,65700
1.0,425.0,6.0,2,1,2.0,2,26,17,0,74700
1.0,425.0,6.0,2,1,2.0,2,26,17,0,66200
1.0,420.0,8.0,1,2,4.0,3,23,16,6,60950
1.0,420.0,8.0,1,1,4.0,3,25,16,6,58450
1.0,400.0,6.0,3,2,4.0,2,23,17,2,72300
1.0,340.0,6.0,3,2,4.0,2,23,17,2,49900
1.0,340.0,6.0,3,2,4.0,2,23,17,1,52600
1.0,400.0,6.0,3,2,4.0,2,23,17,1,73900
1.0,360.0,6.0,3,2,4.0,2,23,17,0,67200
1.0,340.0,6.0,3,2,4.0,2,23,17,0,54400
1.0,400.0,6.0,3,2,4.0,2,23,17,0,76000
1.0,252.0,4.0,3,2,4.0,2,25,20,0,47500
2.0,340.0,8.0,1,2,4.0,3,22,15,11,32855
2.0,340.0,8.0,1,1,4.0,3,23,15,11,30855
2.0,190.0,6.0,1,1,4.0,3,26,18,11,22680
2.0,250.0,6.0,1,2,4.0,3,22,15,11,29100
1.0,425.0,8.0,1,1,4.0,3,18,13,11,37320
2.0,250.0,6.0,1,2,4.0,3,22,15,10,29860
2.0,190.0,6.0,1,1,4.0,3,26,18,10,23370
2.0,340.0,8.0,1,1,4.0,3,23,15,10,31515
2.0,340.0,8.0,1,2,4.0,3,22,15,10,33615
1.0,425.0,8.0,1,1,4.0,3,18,13,10,37795
3.0,425.0,8.0,1,1,4.0,3,18,13,9,38105
2.0,340.0,8.0,1,2,4.0,3,22,15,9,33880
2.0,250.0,6.0,1,1,4.0,3,24,17,9,27225
2.0,250.0,6.0,1,2,4.0,3,22,15,9,29855
2.0,340.0,8.0,1,1,4.0,3,23,15,9,31780
2.0,178.0,6.0,1,1,4.0,3,26,18,9,23420
2.0,219.0,6.0,1,3,4.0,2,29,18,9,20320
2.0,145.0,4.0,1,3,4.0,2,30,22,9,17935
2.0,219.0,6.0,1,3,4.0,2,29,18,9,19695
2.0,164.0,4.0,1,3,4.0,2,32,24,9,23640
2.0,164.0,4.0,1,3,4.0,2,34,26,8,25555
2.0,164.0,4.0,1,3,4.0,2,34,26,7,25925
2.0,197.0,4.0,1,3,4.0,2,34,24,1,23835
2.0,197.0,4.0,1,3,4.0,2,34,24,1,28420
2.0,200.0,6.0,1,3,4.0,2,28,20,12,24610
2.0,200.0,6.0,1,3,4.0,2,28,20,12,21465
2.0,200.0,6.0,1,3,4.0,2,28,20,12,20965
2.0,201.0,6.0,1,3,4.0,2,28,20,11,23465
2.0,201.0,6.0,1,3,4.0,2,28,20,11,20165
2.0,240.0,6.0,1,3,4.0,2,24,16,11,23265
2.0,201.0,6.0,1,3,4.0,2,28,20,11,19565
2.0,217.0,6.0,1,3,4.0,2,28,18,10,20575
2.0,217.0,6.0,1,3,4.0,2,28,18,10,19795
2.0,240.0,6.0,1,3,4.0,2,22,15,10,23710
2.0,217.0,6.0,1,3,4.0,2,28,18,10,23915
2.0,196.0,4.0,1,3,4.0,2,36,25,2,28195
2.0,196.0,4.0,1,3,4.0,2,36,25,2,25470
3.0,259.0,4.0,1,3,4.0,2,30,21,2,30355
3.0,259.0,4.0,1,3,4.0,2,30,21,2,27005
2.0,196.0,4.0,1,3,4.0,2,36,25,2,23610
2.0,160.0,4.0,1,3,4.0,2,37,27,1,21625
3.0,250.0,4.0,1,3,4.0,2,33,22,1,28620
2.0,182.0,4.0,4,3,4.0,2,46,47,1,27770
3.0,250.0,4.0,1,3,4.0,2,33,22,1,30920
2.0,160.0,4.0,1,3,4.0,2,37,27,1,25020
2.0,160.0,4.0,1,3,4.0,2,36,27,0,25125
2.0,182.0,4.0,4,3,4.0,2,43,49,0,27875
2.0,160.0,4.0,1,3,4.0,2,36,27,0,21680
3.0,250.0,4.0,1,3,4.0,2,33,22,0,30975
2.0,160.0,4.0,1,3,4.0,2,36,27,0,23225
2.0,300.0,8.0,1,1,4.0,3,18,13,11,38680
2.0,300.0,8.0,1,4,4.0,3,16,12,11,42235
2.0,300.0,8.0,1,4,4.0,3,16,12,10,41225
2.0,300.0,8.0,1,4,4.0,3,16,12,10,41525
2.0,300.0,8.0,1,1,4.0,3,16,12,10,38425
2.0,300.0,8.0,1,1,4.0,3,16,12,10,38125
2.0,300.0,8.0,1,1,4.0,3,16,12,9,38915
2.0,300.0,8.0,1,4,4.0,3,17,13,9,42015
2.0,300.0,8.0,1,4,4.0,3,17,13,9,41715
2.0,300.0,8.0,1,1,4.0,3,16,12,9,38615
2.0,280.0,8.0,1,1,2.0,3,24,16,20,2263
